name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking,cuisine_count,area_popularity,cost_numeric,cost_category,restaurant_type
90 Million Coffee,"Cafe, Sandwich, Continental, Salad, Coffee, French, Tea, Desserts","₹1,000 for two",4.4,kochi,edappally,https://www.zomato.com/kochi/90-million-coffee-kaloor/info,Open,No,Yes,8,18,1000,Medium,Premium
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,edappally,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Open,No,No,4,18,350,Low,Casual
SAMRIDHI @ KOCHI,"North Indian, South Indian, Biryani",₹250 for two,3.6,kochi,edappally,https://www.zomato.com/kochi/samridhi-@-kochi-kacherippady/info,Open,Yes,No,3,18,250,Low,Casual
Kochi Kitchen - Kochi Marriott Hotel,"South Indian, Asian, North Indian, Continental, Fast Food, Beverages","₹2,500 for two",4.6,kochi,edappally,https://www.zomato.com/kochi/kochi-kitchen-kochi-marriott-hotel-edappally/info,Closed,Yes,Yes,6,18,2500,High,Luxury
Fress Trees Garden Cafe,"Continental, Pizza, Beverages, Asian, Burger, Kerala",₹600 for two,4.5,kochi,edappally,https://www.zomato.com/kochi/fress-trees-garden-cafe-edappally/info,Open,No,Yes,6,18,600,Low,Casual
TOT - Talk Of The Town,"Continental, North Indian, South Indian","₹1,000 for two",4.3,kochi,edappally,https://www.zomato.com/kochi/tot-talk-of-the-town-edappally/info,Open,Yes,Yes,3,18,1000,Medium,Premium
Yaacht Kitchen,"Kerala, South Indian, Continental, Oriental, Asian, Italian, Desserts, Beverages","₹1,500 for two",4.2,kochi,edappally,https://www.zomato.com/kochi/yaacht-kitchen-ernakulam-city/info,Open,Yes,Yes,8,18,1500,High,Luxury
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,edappally,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,No,No,5,18,2500,High,Luxury
The Voyager,"Continental, Fast Food, Burger, Pasta, Desserts, Beverages",₹600 for two,3.7,kochi,edappally,https://www.zomato.com/kochi/the-voyager-kakkanad/info,Closed,Yes,No,6,18,600,Low,Casual
90 Million Coffee,"Cafe, Sandwich, Continental, Salad, Coffee, French, Tea, Desserts","₹1,000 for two",4.4,kochi,edappally,https://www.zomato.com/kochi/90-million-coffee-kaloor/info,Open,No,No,8,18,1000,Medium,Premium
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,edappally,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Closed,Yes,Yes,4,18,350,Low,Casual
SAMRIDHI @ KOCHI,"North Indian, South Indian, Biryani",₹250 for two,3.6,kochi,edappally,https://www.zomato.com/kochi/samridhi-@-kochi-kacherippady/info,Closed,Yes,No,3,18,250,Low,Casual
Kochi Kitchen - Kochi Marriott Hotel,"South Indian, Asian, North Indian, Continental, Fast Food, Beverages","₹2,500 for two",4.6,kochi,kakkanad,https://www.zomato.com/kochi/kochi-kitchen-kochi-marriott-hotel-edappally/info,Closed,Yes,No,6,18,2500,High,Luxury
The Square - Novotel Kochi Infopark,"North Indian, Salad, Fast Food, Continental, Asian, Chettinad, Mediterranean, Kerala","₹3,000 for two",4,kochi,kakkanad,https://www.zomato.com/kochi/the-square-novotel-kochi-infopark-kakkanad/info,Closed,Yes,Yes,8,18,3000,High,Luxury
Fress Trees Garden Cafe,"Continental, Pizza, Beverages, Asian, Burger, Kerala",₹600 for two,4.5,kochi,kakkanad,https://www.zomato.com/kochi/fress-trees-garden-cafe-edappally/info,Open,No,Yes,6,18,600,Low,Casual
TOT - Talk Of The Town,"Continental, North Indian, South Indian","₹1,000 for two",4.3,kochi,kakkanad,https://www.zomato.com/kochi/tot-talk-of-the-town-edappally/info,Open,No,Yes,3,18,1000,Medium,Premium
Yaacht Kitchen,"Kerala, South Indian, Continental, Oriental, Asian, Italian, Desserts, Beverages","₹1,500 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/yaacht-kitchen-ernakulam-city/info,Open,No,Yes,8,18,1500,High,Luxury
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Closed,Yes,Yes,5,18,2500,High,Luxury
The Eatery - Four Points by Sheraton,"North Indian, South Indian, Asian, BBQ, Continental, Kerala, Italian, Mexican","₹2,500 for two",4.3,kochi,kakkanad,https://www.zomato.com/kochi/the-eatery-four-points-by-sheraton-kakkanad/info,Closed,No,Yes,8,18,2500,High,Luxury
The Voyager,"Continental, Fast Food, Burger, Pasta, Desserts, Beverages",₹600 for two,3.7,kochi,kakkanad,https://www.zomato.com/kochi/the-voyager-kakkanad/info,Closed,No,Yes,6,18,600,Low,Casual
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,kakkanad,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Closed,No,No,4,18,350,Low,Casual
Kochi Kitchen - Kochi Marriott Hotel,"South Indian, Asian, North Indian, Continental, Fast Food, Beverages","₹2,500 for two",4.6,kochi,kakkanad,https://www.zomato.com/kochi/kochi-kitchen-kochi-marriott-hotel-edappally/info,Open,Yes,No,6,18,2500,High,Luxury
The Square - Novotel Kochi Infopark,"North Indian, Salad, Fast Food, Continental, Asian, Chettinad, Mediterranean, Kerala","₹3,000 for two",4,kochi,kakkanad,https://www.zomato.com/kochi/the-square-novotel-kochi-infopark-kakkanad/info,Open,Yes,Yes,8,18,3000,High,Luxury
Fress Trees Garden Cafe,"Continental, Pizza, Beverages, Asian, Burger, Kerala",₹600 for two,4.5,kochi,kakkanad,https://www.zomato.com/kochi/fress-trees-garden-cafe-edappally/info,Open,Yes,Yes,6,18,600,Low,Casual
TOT - Talk Of The Town,"Continental, North Indian, South Indian","₹1,000 for two",4.3,kochi,kakkanad,https://www.zomato.com/kochi/tot-talk-of-the-town-edappally/info,Open,Yes,No,3,18,1000,Medium,Premium
Yaacht Kitchen,"Kerala, South Indian, Continental, Oriental, Asian, Italian, Desserts, Beverages","₹1,500 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/yaacht-kitchen-ernakulam-city/info,Open,Yes,Yes,8,18,1500,High,Luxury
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,No,Yes,5,18,2500,High,Luxury
The Eatery - Four Points by Sheraton,"North Indian, South Indian, Asian, BBQ, Continental, Kerala, Italian, Mexican","₹2,500 for two",4.3,kochi,kakkanad,https://www.zomato.com/kochi/the-eatery-four-points-by-sheraton-kakkanad/info,Closed,No,No,8,18,2500,High,Luxury
The Voyager,"Continental, Fast Food, Burger, Pasta, Desserts, Beverages",₹600 for two,3.7,kochi,kakkanad,https://www.zomato.com/kochi/the-voyager-kakkanad/info,Open,Yes,No,6,18,600,Low,Casual
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,kakkanad,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Closed,Yes,No,4,18,350,Low,Casual
Latest Recipe - Le Méridien Kochi,"Biryani, Continental, Chinese, Kerala, South Indian, North Indian, Beverages, Desserts","₹2,500 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/latest-recipe-le-méridien-kochi-marad/info,Closed,Yes,No,8,18,2500,High,Luxury
Mosaic By Crowne Plaza Kochi,"Kerala, Continental, North Indian, South Indian, Chinese, Italian, Desserts, Beverages","₹3,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/mosaic-by-crowne-plaza-kochi-marad/info,Open,No,Yes,8,18,3000,High,Luxury
Artiste- The Restaurant,"South Indian, North Indian, Asian, Kerala, Continental, Italian","₹1,200 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/artiste-the-restaurant-marad/info,Open,No,No,6,18,1200,Medium,Premium
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Closed,Yes,No,5,18,2500,High,Luxury
French Toast,"Sandwich, Beverages, Italian, Continental, Salad, Fast Food",₹850 for two,4.7,kochi,vyttila,https://www.zomato.com/kochi/french-toast-panampilly-nagar/info,Open,Yes,Yes,6,18,850,Medium,Premium
Pandhal Café & Deli,"Coffee, Fast Food, Italian, Beverages, Cafe, Continental","₹1,500 for two",4.6,kochi,vyttila,https://www.zomato.com/kochi/pandhal-café-deli-kadavanthra/info,Open,No,No,6,18,1500,High,Luxury
90 Million Coffee,"Cafe, Sandwich, Continental, Salad, Coffee, French, Tea, Desserts","₹1,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/90-million-coffee-kaloor/info,Open,No,Yes,8,18,1000,Medium,Premium
The Springs - The Avenue Regent,"Continental, South Indian, North Indian, Kerala, Seafood, Desserts","₹1,200 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/the-springs-the-avenue-regent-mg-road/info,Closed,No,No,6,18,1200,Medium,Premium
Keshia - Radisson Blu Kochi,"Kerala, Continental, Asian, North Indian, Pasta, Fast Food, Shake","₹2,000 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/keshia-radisson-blu-kochi-elamkulam/info,Open,Yes,Yes,7,18,2000,High,Luxury
Latest Recipe - Le Méridien Kochi,"Biryani, Continental, Chinese, Kerala, South Indian, North Indian, Beverages, Desserts","₹2,500 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/latest-recipe-le-méridien-kochi-marad/info,Open,No,Yes,8,18,2500,High,Luxury
Mosaic By Crowne Plaza Kochi,"Kerala, Continental, North Indian, South Indian, Chinese, Italian, Desserts, Beverages","₹3,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/mosaic-by-crowne-plaza-kochi-marad/info,Closed,No,Yes,8,18,3000,High,Luxury
Artiste- The Restaurant,"South Indian, North Indian, Asian, Kerala, Continental, Italian","₹1,200 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/artiste-the-restaurant-marad/info,Closed,Yes,No,6,18,1200,Medium,Premium
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,No,No,5,18,2500,High,Luxury
French Toast,"Sandwich, Beverages, Italian, Continental, Salad, Fast Food",₹850 for two,4.7,kochi,vyttila,https://www.zomato.com/kochi/french-toast-panampilly-nagar/info,Open,Yes,No,6,18,850,Medium,Premium
Pandhal Café & Deli,"Coffee, Fast Food, Italian, Beverages, Cafe, Continental","₹1,500 for two",4.6,kochi,vyttila,https://www.zomato.com/kochi/pandhal-café-deli-kadavanthra/info,Open,Yes,No,6,18,1500,High,Luxury
90 Million Coffee,"Cafe, Sandwich, Continental, Salad, Coffee, French, Tea, Desserts","₹1,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/90-million-coffee-kaloor/info,Open,No,No,8,18,1000,Medium,Premium
The Springs - The Avenue Regent,"Continental, South Indian, North Indian, Kerala, Seafood, Desserts","₹1,200 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/the-springs-the-avenue-regent-mg-road/info,Closed,Yes,No,6,18,1200,Medium,Premium
Keshia - Radisson Blu Kochi,"Kerala, Continental, Asian, North Indian, Pasta, Fast Food, Shake","₹2,000 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/keshia-radisson-blu-kochi-elamkulam/info,Closed,Yes,Yes,7,18,2000,High,Luxury
Skygarden Bar & Kitchen,Chinese,"₹1,500 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/skygarden-bar-kitchen-koramangala-5th-block-bangalore/info,Open,Yes,Yes,1,18,1500,High,Luxury
Beanlore,"Cafe, Coffee, Tea, Beverages, Desserts","₹1,300 for two",4,bangalore,indiranagar,https://www.zomato.com/bangalore/beanlore-indiranagar-bangalore/info,Open,Yes,Yes,5,18,1300,Medium,Premium
Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Kebab","₹1,200 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Open,Yes,No,4,18,1200,Medium,Premium
Amicii,"North Indian, Asian, Sushi, Pizza, Continental, Bar Food, Desserts, Beverages","₹3,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/amicii-indiranagar-bangalore/info,Open,Yes,No,8,18,3000,High,Luxury
The Coconut Affair,"Seafood, South Indian, Mangalorean","₹1,400 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/the-coconut-affair-indiranagar-bangalore/info,Open,No,No,3,18,1400,Medium,Premium
Vesparo,"North Indian, Chinese, Asian, Continental","₹1,800 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/vesparo-indiranagar-bangalore/info,Open,No,No,4,18,1800,High,Luxury
Vanamo,"Cafe, Continental, Coffee, International","₹2,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/vanamo-indiranagar-bangalore/info,Open,No,No,4,18,2000,High,Luxury
Citrus - The Leela Palace,"North Indian, Indo-Chinese, Street Food","₹4,000 for two",4.2,bangalore,indiranagar,https://www.zomato.com/bangalore/citrus-the-leela-palace-airport-road/info,Open,No,No,3,18,4000,High,Luxury
AnTeRa Kitchen And Bar,"South Indian, Biryani, Chinese, Beverages, Desserts","₹1,700 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/antera-kitchen-and-bar-indiranagar-bangalore/info,Open,No,Yes,5,18,1700,High,Luxury
Skygarden Bar & Kitchen,Chinese,"₹1,500 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/skygarden-bar-kitchen-koramangala-5th-block-bangalore/info,Open,Yes,No,1,18,1500,High,Luxury
Beanlore,"Cafe, Coffee, Tea, Beverages, Desserts","₹1,300 for two",4,bangalore,indiranagar,https://www.zomato.com/bangalore/beanlore-indiranagar-bangalore/info,Open,Yes,Yes,5,18,1300,Medium,Premium
Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Kebab","₹1,200 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Open,Yes,Yes,4,18,1200,Medium,Premium
Amicii,"North Indian, Asian, Sushi, Pizza, Continental, Bar Food, Desserts, Beverages","₹3,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/amicii-indiranagar-bangalore/info,Open,No,No,8,18,3000,High,Luxury
The Coconut Affair,"Seafood, South Indian, Mangalorean","₹1,400 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/the-coconut-affair-indiranagar-bangalore/info,Open,No,Yes,3,18,1400,Medium,Premium
Vesparo,"North Indian, Chinese, Asian, Continental","₹1,800 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/vesparo-indiranagar-bangalore/info,Open,No,No,4,18,1800,High,Luxury
Vanamo,"Cafe, Continental, Coffee, International","₹2,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/vanamo-indiranagar-bangalore/info,Open,No,Yes,4,18,2000,High,Luxury
Citrus - The Leela Palace,"North Indian, Indo-Chinese, Street Food","₹4,000 for two",4.2,bangalore,indiranagar,https://www.zomato.com/bangalore/citrus-the-leela-palace-airport-road/info,Open,Yes,Yes,3,18,4000,High,Luxury
AnTeRa Kitchen And Bar,"South Indian, Biryani, Chinese, Beverages, Desserts","₹1,700 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/antera-kitchen-and-bar-indiranagar-bangalore/info,Open,Yes,Yes,5,18,1700,High,Luxury
Roxie & Barry,"European, Italian, Pizza, North Indian, Continental, Asian, Japanese, Pasta","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/roxie-barry-whitefield-bangalore/info,Open,No,Yes,8,18,1500,High,Luxury
ABV -  Artisanal Bier Village,"Continental, Asian, North Indian, Italian","₹2,500 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/abv-artisanal-bier-village-whitefield-bangalore/info,Open,Yes,Yes,4,18,2500,High,Luxury
Jamming Goat 3.0,"Bar Food, Beverages","₹3,000 for two",4.2,bangalore,whitefield,https://www.zomato.com/bangalore/jamming-goat-3-0-marathahalli-bangalore/info,Open,Yes,Yes,2,18,3000,High,Luxury
Proxy | Resto Bar,"North Indian, Chinese, Pizza, Beverages, Coffee, Asian","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/proxy-resto-bar-brookefield-bangalore/info,Open,Yes,No,6,18,1500,High,Luxury
Underdoggs Whitefield,"North Indian, Chinese, Fast Food, Mexican, Kebab, Salad","₹2,300 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/underdoggs-whitefield-itpl-main-road-whitefield-bangalore/info,Open,Yes,No,6,18,2300,High,Luxury
Long Boat Brewing Co.,"North Indian, Chinese, Asian, Pizza, Continental, International, Desserts, South Indian","₹2,000 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info,Open,No,Yes,8,18,2000,High,Luxury
Proxy,"Finger Food, Street Food, Pasta, Bar Food, Desserts","₹1,200 for two",4.2,bangalore,whitefield,https://www.zomato.com/bangalore/proxy-mahadevapura-bangalore/info,Open,Yes,No,5,18,1200,Medium,Premium
Mannheim Craft Brewery,"North Indian, Asian, American, Desserts, BBQ","₹1,800 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/mannheim-craft-brewery-whitefield-bangalore/info,Open,No,No,5,18,1800,High,Luxury
Fox In The Field,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages","₹2,000 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Open,Yes,No,8,18,2000,High,Luxury
Roxie & Barry,"European, Italian, Pizza, North Indian, Continental, Asian, Japanese, Pasta","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/roxie-barry-whitefield-bangalore/info,Open,No,No,8,18,1500,High,Luxury
ABV -  Artisanal Bier Village,"Continental, Asian, North Indian, Italian","₹2,500 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/abv-artisanal-bier-village-whitefield-bangalore/info,Open,Yes,Yes,4,18,2500,High,Luxury
Jamming Goat 3.0,"Bar Food, Beverages","₹3,000 for two",4.2,bangalore,whitefield,https://www.zomato.com/bangalore/jamming-goat-3-0-marathahalli-bangalore/info,Open,Yes,Yes,2,18,3000,High,Luxury
Proxy | Resto Bar,"North Indian, Chinese, Pizza, Beverages, Coffee, Asian","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/proxy-resto-bar-brookefield-bangalore/info,Open,Yes,Yes,6,18,1500,High,Luxury
Underdoggs Whitefield,"North Indian, Chinese, Fast Food, Mexican, Kebab, Salad","₹2,300 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/underdoggs-whitefield-itpl-main-road-whitefield-bangalore/info,Open,No,No,6,18,2300,High,Luxury
Long Boat Brewing Co.,"North Indian, Chinese, Asian, Pizza, Continental, International, Desserts, South Indian","₹2,000 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/long-boat-brewing-co-marathahalli-bangalore/info,Open,No,No,8,18,2000,High,Luxury
Proxy,"Finger Food, Street Food, Pasta, Bar Food, Desserts","₹1,200 for two",4.2,bangalore,whitefield,https://www.zomato.com/bangalore/proxy-mahadevapura-bangalore/info,Open,No,No,5,18,1200,Medium,Premium
Mannheim Craft Brewery,"North Indian, Asian, American, Desserts, BBQ","₹1,800 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/mannheim-craft-brewery-whitefield-bangalore/info,Open,No,Yes,5,18,1800,High,Luxury
Fox In The Field,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages","₹2,000 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Open,Yes,Yes,8,18,2000,High,Luxury
Skygarden Bar & Kitchen,Chinese,"₹1,500 for two",4.3,bangalore,koramangala,https://www.zomato.com/bangalore/skygarden-bar-kitchen-koramangala-5th-block-bangalore/info,Open,Yes,No,1,18,1500,High,Luxury
The Bier Library,"European, Pizza, Mediterranean, North Indian","₹1,600 for two",4.6,bangalore,koramangala,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore/info,Open,Yes,Yes,4,18,1600,High,Luxury
Naked & Famous,"Asian, Continental","₹3,000 for two",3.9,bangalore,koramangala,https://www.zomato.com/bangalore/naked-famous-koramangala-5th-block-bangalore/info,Open,Yes,Yes,2,18,3000,High,Luxury
