name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,kakkanad,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Open,No,No
Olive Eva Hotel - Gatsby,"North Indian, Seafood, Biryani, Chinese, Sandwich, Pasta, Desserts, Beverages","₹1,000 for two",4,kochi,kakkanad,https://www.zomato.com/kochi/olive-eva-hotel-gatsby-kakkanad/info,Open,No,No
The Pavilion - The Renai Cochin,Continental,"₹1,300 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/the-pavilion-the-renai-cochin-palarivattom/info,Closed,Yes,No
Ramya Biryani Restaurant,"Biryani, African, Chinese, South Indian, Tamil",₹300 for two,,kochi,kakkanad,https://www.zomato.com/kochi/ramya-biryani-restaurant-kakkanad/info,Closed,No,No
Kochi Kitchen - Kochi Marriott Hotel,"South Indian, Asian, North Indian, Continental, Fast Food, Beverages","₹2,500 for two",4.6,kochi,kakkanad,https://www.zomato.com/kochi/kochi-kitchen-kochi-marriott-hotel-edappally/info,Open,Yes,No
The Square - Novotel Kochi Infopark,"North Indian, Salad, Fast Food, Continental, Asian, Chettinad, Mediterranean, Kerala","₹3,000 for two",4,kochi,kakkanad,https://www.zomato.com/kochi/the-square-novotel-kochi-infopark-kakkanad/info,Open,Yes,Yes
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,No,No
The Eatery - Four Points by Sheraton,"North Indian, South Indian, Asian, BBQ, Continental, Kerala, Italian, Mexican","₹2,500 for two",4.3,kochi,kakkanad,https://www.zomato.com/kochi/the-eatery-four-points-by-sheraton-kakkanad/info,Open,Yes,Yes
The Voyager,"Continental, Fast Food, Burger, Pasta, Desserts, Beverages",₹600 for two,3.7,kochi,kakkanad,https://www.zomato.com/kochi/the-voyager-kakkanad/info,Open,No,No
Alakapuri,"Kerala, South Indian, Chinese, Beverages",₹350 for two,4.1,kochi,kakkanad,https://www.zomato.com/kochi/alakapuri-kakkanad/info,Open,Yes,Yes
Olive Eva Hotel - Gatsby,"North Indian, Seafood, Biryani, Chinese, Sandwich, Pasta, Desserts, Beverages","₹1,000 for two",4,kochi,kakkanad,https://www.zomato.com/kochi/olive-eva-hotel-gatsby-kakkanad/info,Open,Yes,Yes
The Pavilion - The Renai Cochin,Continental,"₹1,300 for two",4.2,kochi,kakkanad,https://www.zomato.com/kochi/the-pavilion-the-renai-cochin-palarivattom/info,Open,Yes,No
Ramya Biryani Restaurant,"Biryani, African, Chinese, South Indian, Tamil",₹300 for two,,kochi,kakkanad,https://www.zomato.com/kochi/ramya-biryani-restaurant-kakkanad/info,Closed,No,Yes
Cafe De Bangkok,"Thai, Chinese, Japanese, Beverages","₹1,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/cafe-de-bangkok-ernakulam-city/info,Open,No,Yes
Latest Recipe - Le Méridien Kochi,"Biryani, Continental, Chinese, Kerala, South Indian, North Indian, Beverages, Desserts","₹2,500 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/latest-recipe-le-méridien-kochi-marad/info,Open,Yes,Yes
Mosaic By Crowne Plaza Kochi,"Kerala, Continental, North Indian, South Indian, Chinese, Italian, Desserts, Beverages","₹3,000 for two",4.5,kochi,vyttila,https://www.zomato.com/kochi/mosaic-by-crowne-plaza-kochi-marad/info,Open,Yes,No
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,Yes,Yes
Artiste- The Restaurant,"South Indian, North Indian, Asian, Kerala, Continental, Italian","₹1,200 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/artiste-the-restaurant-marad/info,Open,Yes,No
The Springs - The Avenue Regent,"Continental, South Indian, North Indian, Kerala, Seafood, Desserts","₹1,200 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/the-springs-the-avenue-regent-mg-road/info,Open,No,Yes
Keshia - Radisson Blu Kochi,"Kerala, Continental, Asian, North Indian, Pasta, Fast Food, Shake","₹2,000 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/keshia-radisson-blu-kochi-elamkulam/info,Open,No,Yes
Starbucks Coffee,"Cafe, Coffee, Desserts, Beverages",₹900 for two,4.7,kochi,vyttila,https://www.zomato.com/kochi/starbucks-coffee-panampilly-nagar/info,Open,No,Yes
The Pavilion - The Renai Cochin,Continental,"₹1,300 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/the-pavilion-the-renai-cochin-palarivattom/info,Closed,Yes,Yes
Cafe De Bangkok,"Thai, Chinese, Japanese, Beverages","₹1,000 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/cafe-de-bangkok-ernakulam-city/info,Open,Yes,Yes
Latest Recipe - Le Méridien Kochi,"Biryani, Continental, Chinese, Kerala, South Indian, North Indian, Beverages, Desserts","₹2,500 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/latest-recipe-le-méridien-kochi-marad/info,Open,Yes,No
Mosaic By Crowne Plaza Kochi,"Kerala, Continental, North Indian, South Indian, Chinese, Italian, Desserts, Beverages","₹3,000 for two",4.5,kochi,vyttila,https://www.zomato.com/kochi/mosaic-by-crowne-plaza-kochi-marad/info,Open,Yes,Yes
Masala - Holiday Inn Cochin,"Kerala, Chinese, Italian, North Indian, Shake","₹2,500 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/masala-holiday-inn-cochin-vennala/info,Open,Yes,Yes
Artiste- The Restaurant,"South Indian, North Indian, Asian, Kerala, Continental, Italian","₹1,200 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/artiste-the-restaurant-marad/info,Open,No,Yes
The Springs - The Avenue Regent,"Continental, South Indian, North Indian, Kerala, Seafood, Desserts","₹1,200 for two",4.4,kochi,vyttila,https://www.zomato.com/kochi/the-springs-the-avenue-regent-mg-road/info,Open,Yes,Yes
Keshia - Radisson Blu Kochi,"Kerala, Continental, Asian, North Indian, Pasta, Fast Food, Shake","₹2,000 for two",4.3,kochi,vyttila,https://www.zomato.com/kochi/keshia-radisson-blu-kochi-elamkulam/info,Open,Yes,Yes
Starbucks Coffee,"Cafe, Coffee, Desserts, Beverages",₹900 for two,4.7,kochi,vyttila,https://www.zomato.com/kochi/starbucks-coffee-panampilly-nagar/info,Open,Yes,Yes
The Pavilion - The Renai Cochin,Continental,"₹1,300 for two",4.2,kochi,vyttila,https://www.zomato.com/kochi/the-pavilion-the-renai-cochin-palarivattom/info,Open,No,Yes
Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Kebab","₹1,200 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Open,Yes,No
Jamming Goat 3.0,"South Indian, Asian, Thai, Continental, North Indian","₹2,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/jamming-goat-3-0-indiranagar-bangalore/info,Open,Yes,Yes
Vesparo,"Pasta, Continental, Asian, Thai, Momos","₹1,800 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/vesparo-indiranagar-bangalore/info,Open,Yes,No
Homiga,"Korean, Asian","₹2,000 for two",4.6,bangalore,indiranagar,https://www.zomato.com/bangalore/homiga-brigade-road-bangalore/info,Open,Yes,No
Brik Oven - Woodfired Pizzas,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",4.5,bangalore,indiranagar,https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-koramangala-4th-block-bangalore/info,Open,No,No
MISU,"Chinese, Asian, Thai, Japanese","₹2,300 for two",4.7,bangalore,indiranagar,https://www.zomato.com/bangalore/misu-ashok-nagar-bangalore/info,Open,Yes,Yes
Idylll - Indian Plates & Cocktails,"North Indian, Modern Indian, South Indian, Seafood, Kebab, Alcoholic Beverages, Healthy Food, Desserts","₹2,600 for two",4.6,bangalore,indiranagar,https://www.zomato.com/bangalore/idylll-indian-plates-cocktails-indiranagar-bangalore/info,Open,No,Yes
Coastal Machali Co.,"Mangalorean, North Indian, Seafood, Chinese","₹1,300 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/coastal-machali-co-residency-road-bangalore/info,Open,No,Yes
The Reservoire,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹2,500 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,Open,No,No
Dhaba - Estd 1986 Delhi,"North Indian, Mughlai, Desserts, Kebab","₹1,200 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/dhaba-estd-1986-delhi-indiranagar-bangalore/info,Open,No,No
Jamming Goat 3.0,"South Indian, Asian, Thai, Continental, North Indian","₹2,000 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/jamming-goat-3-0-indiranagar-bangalore/info,Open,No,No
Vesparo,"Pasta, Continental, Asian, Thai, Momos","₹1,800 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/vesparo-indiranagar-bangalore/info,Open,No,No
Homiga,"Korean, Asian","₹2,000 for two",4.6,bangalore,indiranagar,https://www.zomato.com/bangalore/homiga-brigade-road-bangalore/info,Open,No,No
Brik Oven - Woodfired Pizzas,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",4.5,bangalore,indiranagar,https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-koramangala-4th-block-bangalore/info,Open,No,Yes
MISU,"Chinese, Asian, Thai, Japanese","₹2,300 for two",4.7,bangalore,indiranagar,https://www.zomato.com/bangalore/misu-ashok-nagar-bangalore/info,Open,No,No
Idylll - Indian Plates & Cocktails,"North Indian, Modern Indian, South Indian, Seafood, Kebab, Alcoholic Beverages, Healthy Food, Desserts","₹2,600 for two",4.6,bangalore,indiranagar,https://www.zomato.com/bangalore/idylll-indian-plates-cocktails-indiranagar-bangalore/info,Open,No,Yes
Coastal Machali Co.,"Mangalorean, North Indian, Seafood, Chinese","₹1,300 for two",4.3,bangalore,indiranagar,https://www.zomato.com/bangalore/coastal-machali-co-residency-road-bangalore/info,Open,Yes,Yes
The Reservoire,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹2,500 for two",4.4,bangalore,indiranagar,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,Open,No,Yes
Roxie & Barry,"European, Italian, Pizza, North Indian, Continental, Asian, Japanese, Pasta","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/roxie-barry-whitefield-bangalore/info,Open,Yes,No
BLR Brewing Co.,"North Indian, Continental, Asian, Chinese, Pizza","₹1,600 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info,Open,No,Yes
Maize & Malt,"Continental, Asian, South Indian, North Indian, Salad, Momos, Desserts","₹2,600 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/maize-malt-whitefield-bangalore/info,Open,Yes,Yes
Whitefield SOCIAL,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages","₹1,500 for two",4.2,bangalore,whitefield,https://www.zomato.com/WhitefieldSocial/info,Open,No,No
Hard Rock Cafe,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages","₹1,500 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/hard-rock-cafe-whitefield-bangalore/info,Open,Yes,No
The Yard,"Continental, Italian, Asian, Japanese, Biryani, Desserts, North Indian, Chinese","₹2,400 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/the-yard-brookefield-bangalore/info,Open,Yes,No
Biergarten,"North Indian, Continental, European, BBQ, Chinese, Asian, Beverages","₹2,500 for two",4.7,bangalore,whitefield,https://www.zomato.com/bangalore/biergarten-mahadevapura-bangalore/info,Open,No,No
Fox In The Field,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages","₹2,000 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Open,No,No
Umbaa Pub And Kitchen,"Bar Food, North Indian, Mughlai, Continental, Beverages","₹1,500 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/umbaa-pub-and-kitchen-1-itpl-main-road-whitefield-bangalore/info,Open,Yes,No
Roxie & Barry,"European, Italian, Pizza, North Indian, Continental, Asian, Japanese, Pasta","₹1,500 for two",,bangalore,whitefield,https://www.zomato.com/bangalore/roxie-barry-whitefield-bangalore/info,Open,Yes,No
BLR Brewing Co.,"North Indian, Continental, Asian, Chinese, Pizza","₹1,600 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/blr-brewing-co-1-whitefield-bangalore/info,Open,No,No
Maize & Malt,"Continental, Asian, South Indian, North Indian, Salad, Momos, Desserts","₹2,600 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/maize-malt-whitefield-bangalore/info,Open,No,No
Whitefield SOCIAL,"North Indian, Chinese, Biryani, Pasta, Burger, Pizza, Korean, Beverages","₹1,500 for two",4.2,bangalore,whitefield,https://www.zomato.com/WhitefieldSocial/info,Open,No,No
Hard Rock Cafe,"American, Continental, Italian, Wraps, Burger, Desserts, Fast Food, Beverages","₹1,500 for two",4.5,bangalore,whitefield,https://www.zomato.com/bangalore/hard-rock-cafe-whitefield-bangalore/info,Open,No,No
The Yard,"Continental, Italian, Asian, Japanese, Biryani, Desserts, North Indian, Chinese","₹2,400 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/the-yard-brookefield-bangalore/info,Open,Yes,No
Biergarten,"North Indian, Continental, European, BBQ, Chinese, Asian, Beverages","₹2,500 for two",4.7,bangalore,whitefield,https://www.zomato.com/bangalore/biergarten-mahadevapura-bangalore/info,Open,Yes,No
Fox In The Field,"Modern Indian, Continental, North Indian, Pizza, American, Italian, Desserts, Beverages","₹2,000 for two",4.3,bangalore,whitefield,https://www.zomato.com/bangalore/fox-in-the-field-whitefield-bangalore/info,Open,No,Yes
Umbaa Pub And Kitchen,"Bar Food, North Indian, Mughlai, Continental, Beverages","₹1,500 for two",4.4,bangalore,whitefield,https://www.zomato.com/bangalore/umbaa-pub-and-kitchen-1-itpl-main-road-whitefield-bangalore/info,Open,Yes,No
YUKI,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",4.7,bangalore,koramangala,https://www.zomato.com/bangalore/yuki-koramangala-5th-block-bangalore/info,Open,Yes,Yes
Naked & Famous,"Asian, Continental","₹3,000 for two",3.6,bangalore,koramangala,https://www.zomato.com/bangalore/naked-famous-koramangala-5th-block-bangalore/info,Open,No,Yes
1BHK,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages","₹2,500 for two",4.2,bangalore,koramangala,https://www.zomato.com/bangalore/1bhk-koramangala-6th-block-bangalore/info,Open,Yes,Yes
The Reservoire,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹2,500 for two",4.4,bangalore,koramangala,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,Open,No,Yes
Brik Oven - Woodfired Pizzas,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",4.5,bangalore,koramangala,https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-koramangala-4th-block-bangalore/info,Open,No,No
Tapori The Resto Bar,"North Indian, Continental, Mexican, Chinese, Italian, Alcoholic Beverages","₹2,400 for two",4.1,bangalore,koramangala,https://www.zomato.com/bangalore/tapori-the-resto-bar-koramangala-8th-block-bangalore/info,Open,No,No
Brooks And Bonds Brewery,"Continental, American, North Indian, Italian, Pasta, Beverages, Desserts, Pizza","₹1,800 for two",4.2,bangalore,koramangala,https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore/info,Open,Yes,No
Magique,"Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages","₹1,500 for two",4,bangalore,koramangala,https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info,Open,Yes,Yes
Blah Bla,"North Indian, Chinese, Seafood","₹2,900 for two",,bangalore,koramangala,https://www.zomato.com/bangalore/blah-bla-koramangala-5th-block-bangalore/info,Open,No,No
YUKI,"Asian, Japanese, Sushi, Thai, Chinese, Salad, Desserts","₹2,200 for two",4.7,bangalore,koramangala,https://www.zomato.com/bangalore/yuki-koramangala-5th-block-bangalore/info,Open,No,No
Naked & Famous,"Asian, Continental","₹3,000 for two",3.6,bangalore,koramangala,https://www.zomato.com/bangalore/naked-famous-koramangala-5th-block-bangalore/info,Open,Yes,No
1BHK,"Continental, Italian, Pizza, Sandwich, Desserts, Shake, Beverages","₹2,500 for two",4.2,bangalore,koramangala,https://www.zomato.com/bangalore/1bhk-koramangala-6th-block-bangalore/info,Open,Yes,No
The Reservoire,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹2,500 for two",4.4,bangalore,koramangala,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,Open,No,Yes
Brik Oven - Woodfired Pizzas,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",4.5,bangalore,koramangala,https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-koramangala-4th-block-bangalore/info,Open,No,No
Tapori The Resto Bar,"North Indian, Continental, Mexican, Chinese, Italian, Alcoholic Beverages","₹2,400 for two",4.1,bangalore,koramangala,https://www.zomato.com/bangalore/tapori-the-resto-bar-koramangala-8th-block-bangalore/info,Open,No,Yes
Brooks And Bonds Brewery,"Continental, American, North Indian, Italian, Pasta, Beverages, Desserts, Pizza","₹1,800 for two",4.2,bangalore,koramangala,https://www.zomato.com/bangalore/brooks-and-bonds-brewery-koramangala-5th-block-bangalore/info,Open,No,No
Magique,"Asian, Modern Indian, Continental, Italian, North Indian, Sushi, Desserts, Beverages","₹1,500 for two",4,bangalore,koramangala,https://www.zomato.com/bangalore/magique-koramangala-6th-block-bangalore/info,Open,No,Yes
Blah Bla,"North Indian, Chinese, Seafood","₹2,900 for two",,bangalore,koramangala,https://www.zomato.com/bangalore/blah-bla-koramangala-5th-block-bangalore/info,Open,No,No
Atlantis,"North Indian, Asian","₹2,500 for two",4.2,bangalore,btm,https://www.zomato.com/bangalore/atlantis-hsr-bangalore/info,Open,Yes,No
The Palms Brew & Kitchen,"Modern Indian, North Indian","₹2,500 for two",4.5,bangalore,btm,https://www.zomato.com/bangalore/the-palms-brew-kitchen-jp-nagar-bangalore/info,Open,Yes,No
Mykos Craft Kitchen & Bar,"Continental, Italian, Chinese, Mediterranean, North Indian, South American, Sushi","₹1,600 for two",4.4,bangalore,btm,https://www.zomato.com/bangalore/mykos-craft-kitchen-bar-bannerghatta-road-bangalore/info,Open,Yes,No
Indian Biere House,"Continental, Mediterranean, North Indian, Asian, Bar Food, Italian, Desserts, Beverages","₹2,500 for two",4.6,bangalore,btm,https://www.zomato.com/bangalore/indian-biere-house-jp-nagar-bangalore/info,Open,No,Yes
The Reservoire,"Continental, Asian, Bar Food, Pizza, North Indian, Biryani, Desserts","₹2,500 for two",4.4,bangalore,btm,https://www.zomato.com/bangalore/the-reservoire-koramangala-5th-block/info,Open,No,No
Brik Oven - Woodfired Pizzas,"Pizza, Italian, Beverages, Desserts, Shake","₹1,200 for two",4.5,bangalore,btm,https://www.zomato.com/bangalore/brik-oven-woodfired-pizzas-koramangala-4th-block-bangalore/info,Open,Yes,Yes
Ganbeii,"Continental, Desserts, Kerala, North Indian, Pizza, Biryani, Seafood, South Indian","₹1,000 for two",4.4,bangalore,btm,https://www.zomato.com/bangalore/ganbeii-koramangala-7th-block-bangalore/info,Open,Yes,No
